,,,,,,,,,,,,,,,,,,,,,,,,
연번,"광역자치
단체명","기초자치
단체명",축제명,축제유형,개최기간,개최장소,개최방식,"최초
개최년도(년)",합계 예산(백만원),국비 예산(백만원),지방비 예산(백만원),"기타
(민간, 자부담 등) 예산(백만원)",방문객수(2023년) 합계,방문객수(2023년) 내국인(명),방문객수(2023년) 외국인(명),전담조직명,조직형태,설립근거,국비 지원 부처명,축제 담당자 기관명,축제 담당자 부서명,축제 담당자 직급/직책,축제 담당자 성명,축제 담당자 연락처
537,강원,양구군,국토정중앙 양구 보름달축제,문화예술,09.16.~09.17.,국토정중앙천문대 일원,대면,2015,20 ,0 ,20 ,0 ,"1,100 ","1,100 ",미집계,관광문화과,지자체,국토정중앙천문대 운영 및 관리조례,해당없음,양구군청,관광문화과,주무관,배태석,033-480-7255
538,강원,인제군,제6회 인제가을꽃축제,생태자연,10월중,북면 용대관광지 일원,대면,2019,700 ,0 ,700 ,0 ,"253,000 ","253,000 ",미집계,인제군문화재단,재단법인,인제군문화재단설립 및 운영에 관한 조례,해당없음,인제군청,문화관광과,주무관,김유나,033-460-2082
539,강원,인제군,제24회 용대황태축제,지역특산물,5월중,북면 용대삼거리 일원,대면,1999,140 ,0 ,120 ,20 ,"35,000 ","35,000 ",미집계,용대황태축제추진위원회,축제추진위,,해당없음,인제군청,문화관광과,주무관,김유나,033-460-2082
540,강원,인제군,제42회 합강문화제,문화예술,10월중,인제군 일원,대면,1983,290 ,0 ,290 ,0 ,"6,000 ","6,000 ",미집계,합강문화제추진위원회,추진위원회,,해당없음,인제군청,문화관광과,주무관,이희성,033-460-2081
541,강원,고성군,2024 봉포리 죽도 하트썸 축제,기타(주민화합),7월중,해풍공원 일원,대면,2023,40 ,0 ,40 ,0 ,"7,500 ","7,500 ",미집계,토성면 번영회,민간단체,,해당없음,고성군청,관광문화과,주무관,정래민,033-680-4092
542,강원,고성군,삼포해변 서핑축제,기타(체험행사),7월중,삼포해변,대면,2017,225 ,0 ,25 ,200 ,미집계,미집계,미집계,㈜위고온,법인,,해당없음,고성군청,관광문화과,주무관,정래민,033-680-4092
543,강원,고성군,해안선 레저스포츠 페스티벌,기타(체험행사),8월중,봉수대 해수욕장,대면,2017,28 ,0 ,14 ,14 ,"1,000 ","1,000 ",미집계,고성군 카누연맹,민간단체,,해당없음,고성군청,관광문화과,주무관,정래민,033-680-4092
544,강원,고성군,제42회 군민의 날 및 수성문화제,전통역사,9월중,고성종합운동장 일원,대면,1983,385 ,0 ,385 ,0 ,"10,000 ","10,000 ",미집계,고성군수성문화제위원회,민간단체,,해당없음,고성군청,관광문화과,주무관,최정규,033-680-3593
545,강원,고성군,제24회 고성통일명태축제,전통역사,10월 중,거진11리 해변,대면,1999,350 ,0 ,350 ,0 ,"107,000 ","107,000 ",0 ,고성통일명태축제위원회,위원회,고성명태축제위원회 운영 규정 제5조,해당없음,고성군청,관광문화과,주무관,김효섭,033-680-3362
546,강원,양양군,아기연어 보내기 체험행사,생태자연,3~4월 중,양양 남대천,대면,2022,30 ,0 , 	30 ,0 ,"1,400 "," 	1,400 ",미집계,양양문화재단,재단법인,양양문화재단 설립 및 운영에 관한 조례,해당없음,양양문화재단,축제운영팀,팀장,이로즈마리,033-671-3803
547,강원,양양군,양양송이연어축제,"특산물, 생태자연",9~10월 중,양양 남대천,대면,1997,"1,000 ",0 ," 	1,000 ",0 ,"192,267 "," 	192,267 ",구분불가,양양문화재단,재단법인,양양문화재단 설립 및 운영에 관한 조례,해당없음,양양문화재단,축제운영팀,팀장,이로즈마리,033-671-3803
548,충북,청주시,청주읍성축제,전통역사,09.08.~09.10.,중앙공원 및 성안동 일원,대면,2011, 	240 , 	- 0, 	240 , 	- 0,"15,000 ","15,000 ",미집계,해당없음,해당없음,,해당없음,청주시청,문화예술과,주무관,이남옥,043-201-2014
549,충북,청주시,청원생명축제,특산물,10.06.~10.15.,오창읍 미래지농촌테마공원,대면,2008," 	2,753 ", 	- 0," 	2,753 ", 	- 0,"620,412 ","620,412 ",미집계,청원생명축제추진위원회,위원회,청주시 청원생명축제추진위원회 설치 및 운영 조례,해당없음,청주시청,농업정책과,주무관,김연수,043-201-2132
550,충북,청주시,세종대왕과 초정약수축제,역사문화,10.20.~10.22.,"초정문화공원, 초정행궁 일원",대면,2007," 	1,005 ", 	- 0," 	1,005 ", 	- 0,"150,000 ","150,000 ",미집계,해당없음,해당없음,,해당없음,청주시청,관광과,주무관,김중호,043-201-1794
551,충북,청주시,벚꽃과함께 하는 푸드트럭 축제,기타,3월중,서원구 무심서로 일원,대면,2023, 	102 , 	- 0, 	102 , 	- 0,"450,000 ","450,000 ",미집계,해당없음,해당없음,,해당없음,청주시청,관광과,주무관,김흥수,043-201-2056
552,충북,청주시,청주 디저트베이커리페스타,기타,09.23.~09.24.,미정,대면,2023, 	97 , 	- 0, 	97 , 	- 0,"50,000 ","50,000 ",미집계,해당없음,해당없음,,해당없음,청주시청,관광과,주무관,김흥수,043-201-2056
553,충북,청주시,청주 문화유산 야행,전통역사,08.25.~08.27.,중앙공원 및 성안동 일원,대면,2016, 	400 , 	160 , 	96 , 	144 ,"70,000 ","70,000 ",미집계,해당없음,해당없음,,문화재청,청주시청,문화재과,주무관,조현주,043-201-2436
554,충북,충주시,충주다이브페스티벌,문화관광,05.30.~06.02.,충주종합운동장,대면,1992,"1,700 ",0 ,"1,700 ",0 ,"121,115 ","121,115 ",0 ,(재)충주중원문화재단,재단법인,충주시 중원문화재단 설립 및 운영에 관한 조례,해당없음,충주시청,관광과,행정6급,허유진,043-850-6721
555,충북,충주시,제39회 수안보온천제,기타,04.12.~04.14.,수안보 물탕공원 일원,대면,1985,116 ,0 ,110 ,6 ,"4,000 ","4,000 ",미집계,(사)수안보온천관광협의회,사단법인,,해당없음,충주시청,관광과,행정6급,허유진,043-850-6721
556,충북,충주시,우륵문화제, 문화예술,10.03.~10.07.,탄금공원,대면,1971,500 ,0 ,500 ,0 ,"50,000 ","50,000 ",미집계,(사)한국예술문화단체총연합회 충주지회,사단법인,"민법 제32조, 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙 제4조",해당없음,충주시청,문화예술과,행정6급,임진영,043-850-5962
557,충북,충주시,2023충주씨브랜드패스티벌,특산물,10월 중,충주 탄금공원,대면,2017,185 ,0 ,185 ,0 ,"30,200 ","30,000 ",200,충주시농협협동조합공동사업법인,공동사업법인,충주시 통합마케팅 전문조직 육성 및 활성화 지원에 관한 조례,해당없음,충주시청,농정과,행정7급,이래관,043-850-5721
558,충북,제천시,제28회 청풍호 벚꽃축제,생태자연,4월중,청풍면 일원,대면,1997,60 ,0 ,60 ,0 ,"100,000 ","100,000 ",미집계,제천문화재단,재단법인,제천문화재단 설립 및 운영에 관한 조례,해당없음,제천시청,문화예술과,주무관,박형종,043-641-5516
559,충북,제천시,제천 문화유산 야행,전통역사,08.30.~09.01.,의림지 일원,대면,2023, 	220 , 	88 , 	53 , 	79 ,"20,000 ","20,000 ",미집계,제천문화재단,재단법인,제천문화재단 설립 및 운영에 관한 조례,문화재청,제천시청,문화예술과,행정8급,조양희,043-641-5524
560,충북,제천시,2024년 제천 수제맥주&달빛야시장 축제,기타,9월중,문화의거리 일원,대면,2022, 	100 , 	50 , 	50 , 	- 0,"14,000 ","14,000 ",미집계,상권르네상스사업단,재단법인,제천문화재단 규정,중소벤처기업부,제천시청,일자리경제과,행정7급,오지영,043-641-6606
561,충북,제천시,제20회 제천국제음악영화제,문화예술,9월중,제천시 일원,대면,2005,"3,300 ",300 ,"2,700 ",300 ,"17,711 ","17,711 ",미집계,(사)제천국제음악영화제,사단법인,사단법인 제천국제음악영화제 설립운영 및 지원에 관한 조례,영화진흥위원회,제천시청,문화예술과,주무관,권덕상,043-641-5502
562,충북,제천시,제3회 의림지 농경문화 예술제,문화예술,10.11.~10.13.,의림지 일원,대면,2022,400 ,200 ,200 ,,"63,000 ","63,000 ",미집계,"(재)제천문화재단
제천계획공모관광사업단",재단법인,제천문화재단 설립 및 운영에 관한 조례,문화체육관광부,제천시청,관광과,주무관,신채원,043-641-4936
563,충북,제천시,슬로시티 힐링 축제,문화예술,10월중,수산면 일원,대면,2018,27 ,,27 ,,"10,000 ","10,000 ",미집계,수산 슬로시티 협의회,민간단체,국제슬로시티연맹 승인 후 자발적 조성,해당없음,제천시청,관광과,주무관,홍기원,043-641-6704
564,충북,보은군,2024 보은 벚꽃길 축제,생태자연,04.05.~04.07.,보청천 일원,대면,2024,290 ,,290 ,,,,,해당없음,해당없음,,해당없음,보은군청,문화관광과,주무관,이해림,043-540-3392
565,충북,보은군,2024 속리산 축제,전통역사,5~6월중,"속리산잔디공원,법주사",대면,1978,432 ,,432 ,,"28,000 ","28,000 ",미집계,속리산축제추진위원회,비영리단체,,해당없음,보은군청,문화관광과,주무관,전형태,043-540-3372
566,충북,보은군,2024 보은대추축제,특산물,10.11.~10.20.,뱃들공원 일원,대면,2007,"1,320 ",,"1,320 ",,"354,742 ","354,742 ",0 ,보은군축제추진위원회,위원회,보은군 축제 지원 및 운영 조례,해당없음,보은군청,문화관광과,주무관,이해림,043-540-3392
567,충북,옥천군,제37회 지용제,문화예술,05.17.~05.19.,정지용생가 및 구읍 일원,대면,1988,605 ,0 ,605 ,0 ,"63,248 ","63,248 ",미집계,옥천문화원,지방문화원,"지방문화원진흥법, 옥천군 문화원 지원 및 육성에 관한 조례",해당없음,옥천군청,문화관광과,주무관,이호재,043-730-3403
568,충북,옥천군,제22회 옥천묘목축제,특산물,03.29.~03.31.,옥천묘목공원,대면,1999,401 ,0 ,401 ,0 ,"56,857 ","56,857 ",미집계,옥천묘목축제추진위원회,민간,,해당없음,옥천군청,산림과,주무관,이용희,043-730-3593
569,충북,옥천군,제15회 옥천참옻축제,특산물,4월중, 미정,대면,2008,80 ,0 ,80 ,0 ,"7,785 ","7,785 ",미집계,옥천참옻축제추진위원회,민간,,해당없음,옥천군청,산림과,주무관,정회동,043-730-3594
570,충북,옥천군,제15회 향수옥천 포도복숭아축제,특산물,08.02.~08.04.,옥천공설운동장 일원,대면,2007,573 ,0 ,573 ,0 ,미개최,,,해당없음,해당없음,,해당없음,옥천군청,농업정책과,주무관,곽상일,043-730-3262
571,충북,영동군,2024 영동곶감축제,특산물,01.19.~01.21.,영동 하상주차장일원,대면,2003,520 ,0 ,520 ,0 ,"73,100 ","73,100 ",미집계,(재)영동축제관광재단,재단법인,영동축제관광재단 설립 및 지원조례,해당없음,영동축제관광재단,축제팀,대리,민병헌,043-745-8917
572,충북,영동군,제13회 대한민국와인축제,특산물,05.09.~05.12.,영동 하상주차장일원,대면,2010,455 ,0 ,455 ,0 ,"146,650 ","146,650 ",미집계,(재)영동축제관광재단,재단법인,영동축제관광재단 설립 및 지원조례,해당없음,영동축제관광재단,축제팀,주임,이근향,043-745-8919
573,충북,영동군,2024 영동포도축제,특산물,08.29.~09.01.,영동 레인보우힐링관광지 일원,대면,2004,946 ,0 ,946 ,0 ,"206,414 ","206,414 ",미집계,(재)영동축제관광재단,재단법인,영동축제관광재단 설립 및 지원조례,해당없음,영동축제관광재단,축제팀,주임,김승태,043-745-8918
574,충북,영동군,제55회 영동난계국악축제,문화예술,10.10.~10.13.,영동 레인보우힐링관광지 일원,대면,1965,"1,100 ",0 ,"1,100 ",0 ,"146,650 ","146,650 ",미집계,(재)영동축제관광재단,재단법인,영동축제관광재단 설립 및 지원조례,해당없음,영동축제관광재단,축제팀,대리,민병헌,043-745-8917
575,충북,증평군,증평인삼골축제,특산물,10월중,증평보강천체육공원 일원,대면,1992,412 ,0 ,400 ,12 ,"310,000 ","304,000 ","6,000 ",증평문화원,사단법인,지방문화원진흥법,해당없음,증평군청,문화관광과,주무관,박종문,043-835-4114
576,충북,증평군,증평들노래축제,전통역사,6월중,증평민속체험박물관일원,대면,2004,63 ,0 ,63 ,0 ,"10,000 ","10,000 ",0 ,장뜰두레농요보존회,비영리문화예술단체,증평군 문화예술 진흥 조례,해당없음,증평군청,문화관광과,주무관,김나아,043-835-4153
577,충북,진천군,제24회 생거진천 농다리축제,전통역사,4월중,진천군 문백면 농다리 일원,대면,2000, 	300 , 	- 0, 	300 , 	- 0,"60,000 ","60,000 ",미집계,진천문화원,사단법인,진천문화원 지원 및 육성에 관한 조례,해당없음,진천군청,문화관광과,주무관,오혜진,043-539-3603
578,충북,진천군,제45회 생거진천 문화축제,문화예술,10월중,진천군 진천읍 백곡천 일원,대면,1979, 	600 , 	- 0, 	600 , 	- 0,"250,000 ","250,000 ",미집계,진천문화원,사단법인,진천문화원 지원 및 육성에 관한 조례,해당없음,진천군청,문화관광과,주무관,오혜진,043-539-3603
579,충북,괴산군,괴산빨간맛페스티벌,생태자연,5월중,유기농엑스포광장 및 동진천 하상 일원,대면,2024, 	290 , 	- 0, 	290 , 	- 0,,,,괴산축제추진위원회,비영리법인,괴산축제위원회 운영에 관한 조례,해당없음,괴산군청,문화체육관광과,주무관,송상훈,043-830-3463
580,충북,괴산군,괴산고추축제,특산품,9월중,유기농엑스포광장,대면,2000," 	1,140 ", 	- 0," 	1,140 ", 	- 0," 	200,000 "," 	200,000 ",미집계,괴산축제추진위원회,비영리법인,괴산축제위원회 운영에 관한 조례,해당없음,괴산군청,문화체육관광과,주무관,민헤만,043-830-3462
581,충북,괴산군,괴산김장축제,특산품,11월중,괴산종합운동장,대면,2019, 	500 , 	- 0, 	500 , 	- 0," 	200,000 "," 	200,000 ",미집계,괴산축제추진위원회,비영리법인,괴산축제위원회 운영에 관한 조례,해당없음,괴산군청,문화체육관광과,주무관,박은지,043-830-3464
582,충북,음성군,제25회 음성품바축제,문화예술,05.22.~05.26.,설성공원,대면,2000,982 ,36 ,946 ,0 ,"272,608 ","272,608 ",0 ,음성예총,사단법인,문화예술진흥법,문화체육관광부,음성군,문화체육관광과,세무7급,신유나,043-871-3402
583,충북,음성군,제43회 설성문화제,전통역사,9~10월중,설성공원,대면,1982,400 ,0 ,400 ,0 ,"18,406 ","18,406 ",0 ,음성예총,사단법인,문화예술진흥법,해당없음,음성군,문화체육관광과,세무7급,신유나,043-871-3402
584,충북,음성군,2024 음성명작페스티벌,특산물,8~9월중,금빛근린공원,대면,2022,700 ,0 ,700 ,0 ,"127,426 ","127,426 ",0 ,음성명작페스티벌 기획실무위원회,위원회,문화예술진흥법,해당없음,음성군,농정과,농업7급,오찬교,043-871-3692
585,충북,단양군,제40회 단양 소백산철쭉제,생태자연,05.23.~05.26.,소백산 일원,대면,1983,700 ,0 ,700 ,0 ,"272,390 ","272,390 ",미집계,단양문화원,비영리법인,단양문화원 진흥에 관한 조례,해당없음,단양군청,문화예술과,주무관,김도환,043-420-2552
586,충북,단양군,제26회 단양 온달문화축제,전통역사,10.03.~10.06.,영춘면 온달관광지 일원,대면,1996,600 ,0 ,600 ,0 ,"29,047 ","29,047 ",미집계,단양문화원,비영리법인,단양문화원 진흥에 관한 조례,해당없음,단양군청,문화예술과,주무관,김도환,043-420-2552
587,충남,천안시,천안흥타령춤축제 2024,문화예술,2024.9.25.~9.29.(5일간),천안종합운동장일원 ,대면,2003,"2,900 ", 	- 0,"2,900 ",0 ,"870,000 "," 	870,000 ", 	- 0,천안문화재단,비영리법인,천안 문화재단 설립 및 운영에 관한 조례, 	- 0,천안시청,관광과,주무관,김병선,041-521-5173
588,충남,천안시,천안위례벚꽃축제,생태자연,4월중,은석초 및 병천천 일원,대면,2013,90 , 	- 0,72 ,18 ,"10,000 "," 	10,000 ", 	- 0,천안위례벚꽃축제추진위원회,비영리법인,시민 자체 조직, 	- 0,천안시청,북면사무소,주무관,이항희,041-521-4721
589,충남,천안시,입장거봉포도축제,특산물,9월중,입장거봉포도휴게소,대면,2007,108 , 	- 0,54 ,54 ,"15,000 "," 	15,000 ", 	- 0,입장거봉포도축제 추진위원회,-,-, 	- 0,천안시청,입장면사무소,주무관,한혜림,041-521-6847
590,충남,공주시,겨울공주 군밤축제,지역특산물,1월말,금강신관공원 일원,대면,2018,250 , 	- 0,250 , 	- 0,"75,644 "," 	75,644 ", 	- 0,겨울공주군밤축제조직위원회,위원회,공주시 축제 운영 조례, 	- 0,공주시청,관광과,주무관,김현오,041-840-2056
591,충남,공주시,공주 석장리 구석기축제,전통역사,5월초,석장리박물관,대면,2008,913 , 	- 0,913 , 	- 0,"19,738 "," 	19,738 ", 	- 0,공주석장리구석기축제조직위원회,위원회,공주시 축제 운영 조례, 	- 0,공주시청,관광과,주무관,현은경,041-840-8069
592,충남,공주시,유구색동수국정원 꽃축제,생태자연,6월말,유구천,대면,2022,240 , 	- 0,240 , 	- 0,"131,666 "," 	131,666 ", 	- 0,공주시 관광과 / 유구색동수국협동조합,,, 	- 0,공주시청,관광과,주무관,차태진,041-840-8111
593,충남,공주시,계룡산산신제,전통역사,4월말,신원사 일원,대면,1998,40 , 	- 0,40 , 	- 0,"1,000 "," 	1,000 ", 	- 0,계룡산산신제보존회,민간단체,,-,공주시청,관광과,주무관,김라이,041-840-8093
594,충남,공주시,마곡사 신록축제,문화예술,5월초,마곡사 일원,대면,2004,18 , 	- 0,18 , 	- 0,"2,000 "," 	2,000 ", 	- 0,마곡사신록축제추진위원회,민간단체,,-,공주시청,관광과,주무관,김현오,041-840-2056
595,충남,공주시,갑사황매화축제,생태자연,4월말,갑사 일원,대면,2019,18 , 	- 0,18 , 	- 0,"2,000 "," 	2,000 ", 	- 0,갑사지구번영회,민간단체,,-,공주시청,관광과,주무관,김라이,041-840-8093
596,충남,공주시,공주항공축제,생태자연,10월초,공주경비행장,대면,2009,18 , 	- 0,18 , 	- 0,0 ,미개최, 	- 0,공주경비행기,민간단체,,-,공주시청,관광과,주무관,김현오,041-840-2056
597,충남,공주시,제70회 백제문화제,전통역사,9월말,금강신관공원 일원,대면,1955,"3,000 ", 	- 0,"3,000 ", 	- 0,"1,810,000 "," 	1,810,000 ", 	- 0,공주시백제문화선양위원회,위원회,공주시 백제문화선양위원회 조례,-,공주시청,관광과,주무관,신승현,041-840-8112
598,충남,공주시,구절산 구절초 축제,생태자연,10월초,구룡사 일원,대면,2019,18 , 	- 0,18 , 	- 0,"10,000 "," 	10,000 ", 	- 0,구룡사구절초꽃축제추진위원회,민간단체,,-,공주시청,관광과,주무관,김라이,041-840-8093
599,충남,보령시,무창포 주꾸미.도다리 축제,특산물,3월 중,무창포해수욕장 잔디광장,대면,2001,41 , 	- 0,20 ,21 ,"100,000 "," 	100,000 ", 	- 0,무창포어촌계,비영리법인,수산업협동조합법,-,보령시청,수산과,주무관,이재언,041-930-6761
600,충남,보령시,오천항 키조개 축제,특산물,5월 중,오천항 일원,대면,2018,30 , 	- 0,20 ,10 ,0 ,전년 미개최, 	- 0,오천항키조개축제추진위원회,비영리법인,시민자체조직,-,보령시청,수산과,주무관,이재언,041-930-6761
601,충남,보령시,대천항 수산물 축제,특산물,5월 중,대천항 일원,대면,2011,60 , 	- 0,50 ,10 ,"30,000 "," 	30,000 ", 	- 0,한국수산업경영인보령시연합회,비영리법인,시민자체조직,-,보령시청,수산과,주무관,이재언,041-930-6761
602,충남,보령시,2024 보령.AMC 국제 모터페스티벌,테마,5. 4. ~ 5. 6.,머드엑스포광장,대면,2022,"1,500 ", 	- 0,"1,500 ", 	- 0,"90,000 "," 	90,000 ", 	- 0,"아주자동차대학교, 보령축제관광재단",비영리법인,보령축제관광재단 설립 및 지원 조례,-,보령시청,관광과,주무관,김현종,041-930-6563
603,충남,보령시,제27회 보령머드축제,기타,7. 19. ~8. 4.,머드엑스포광장,대면,1998,"4,000 ", 	- 0,"4,000 ", 	- 0,"1,640,000 "," 	1,560,000 "," 	80,000 ",(재)보령축제관광재단,지방출자출연기관,보령축제관광재단 설립 및 지원 조례,-,보령시청,관광과,주무관,이경신,041-930-6562
604,충남,보령시,무창포 신비의 바닷길 축제,문화관광,9월 중,무창포 해수욕장 일원,대면,1998, 	- 0, 	- 0,290 , 	- 0,"40,000 "," 	40,000 ", 	- 0,무창포 신비의 바닷길 축제 추진위원회,민간단체,시민자체조직,-,보령시청,관광과,주무관,노정아,041-930-6561
605,충남,보령시,무창포 대하전어 축제,특산물,9월 중,무창포 해수욕장 일원,대면,2008, 	- 0, 	- 0,15 , 	- 0,"100,000 "," 	100,000 ", 	- 0,무창포어촌계,민간단체,수산업협동조합법,-,보령시청,관광과,주무관,노정아,041-930-6561
606,충남,보령시,대천해수욕장 조개구이 축제,특산물,9월 중,머드광장 일원,대면,2018,50 , 	- 0,50 , 	- 0,"1,000 "," 	1,000 ", 	- 0,(사)대천관광협회,비영리법인,시민자체조직,-,보령시청,관광과,주무관,김현종,041-930-6563
607,충남,보령시,원산도 · 효자도 붕장어 축제,특산물,10월 초,원산도 선촌항 일원,대면,2022,"20,000 ", 	- 0,"20,000 ", 	- 0,500 , 	500 , 	- 0,원산도 관광발전협의회,비영리법인,시민자체조직,-,보령시청,원산출장소,주무관,차성환,041-930-6856
608,충남,보령시,청라은행마을축제,기타,10월 말,청라면 신경섭 가옥 및 정촌유기농원 일대,대면,2015, 	- 0, 	- 0,32 , 	- 0,"20,000 "," 	20,000 ", 	- 0,청라은행마을축제추진위원회,민간단체,시민자체조직,-,보령시청,관광과,주무관,이경신,041-930-6562
609,충남,보령시,보령 김축제,특산물,11월 초,대천해수욕장 머드광장,대면,2015,260 , 	- 0,250 ,10 ,"80,000 "," 	80,000 ", 	- 0,보령김생산자협의회,비영리법인,시민자체조직,-,보령시청,수산과,주무관,이재언,041-930-6761
610,충남,보령시,천북 굴축제,특산물,12월 초,천북 굴단지 일원,대면,2005,65 , 	- 0,30 ,35 ,"50,000 "," 	50,000 ", 	- 0,천북굴단지상인회,비영리법인,시민자체조직,-,보령시청,수산과,주무관,이재언,041-930-6761
611,충남,보령시,고대도 칼 귀츨라프 선교 기념행사,문화관광,7. 24. ~ 7. 30.,고대도 일원,대면,2014,15 , 	- 0,15 , 	- 0,300 , 	300 , 	- 0,칼 귀츨라프 해양 문화보존사업회,민간단체,시민자체조직,-,보령시청,관광과,주무관,김현종,041-930-6563
612,충남,아산시,찾아가는 계절축제,문화예술,4월 중 / 7월 중 / 10월 중 / 11월 말 (연4회 계절별 축제 진행),"미정 (신정호, 지산공원 등 아산의 사계절을 느낄 수 있는 명소 중 선정 예정)",대면,2024,160 , 	- 0,160 , 	- 0,0 ,-, 	- 0,공모를 통해 선정,-,-,-,아산시청,문화예술과,주무관,박대수,041-540-2068
613,충남,아산시,역사문화 페스티벌,전통역사,9월 중 2일간 예정,"아산시 도고면, 선장면 일원",대면,2024,40 , 	- 0,40 , 	- 0,0 ,-, 	- 0,공모를 통해 선정,-,-,-,아산시청,문화예술과,주무관,박대수,041-540-2068
614,충남,아산시,공연예술제,문화예술,5월 중,미정,대면,2021,50 , 	- 0,50 , 	- 0,"3,000 "," 	3,000 ", 	- 0,공모를 통해 선정,-,-,-,아산시청,문화예술과,주무관,박대수,041-540-2068
615,충남,아산시,아트밸리 아산 제63회 성웅 이순신축제,문화예술,4월 말,"이순신종합운동장, 곡교천, 현충사, 은행나무길, 온양온천역",대면,1961,"1,800 ", 	- 0,"1,869 ", 	- 0,"26,000 "," 	26,000 ", 	- 0,(재)아산문화재단,비영리법인,아산문화재단 설립 및 운영 조례,-,아산시청,문화예술과,주무관,안미정,041-530-6315
616,충남,아산시,락페스티벌,문화예술,8월 중,신정호 야외음악당,대면,2022,290 , 	- 0,290 , 	- 0,"10,000 "," 	10,000 ", 	- 0,온양문화원,비영리법인,아산시 온양문화원 지원 및 육성에 관한 조례,-,아산시청,문화예술과,주무관,최정윤,041-530-6672
617,충남,아산시,별빛음악제,문화예술,8월 중,신정호 야외음악당,대면,2012,140 , 	- 0,140 , 	- 0,"30,000 "," 	30,000 ", 	- 0,(재)아산문화재단,비영리법인,아산문화재단 설립 및 운영 조례,-,아산시청,문화예술과,주무관,최정윤,041-530-6672
618,충남,아산시,아트밸리 아산 제2회 JAZZ 페스타,문화예술,10월 중,신정호 야외음악당,대면,2023,350 , 	- 0,350 , 	- 0,"6,000 "," 	6,000 ", 	- 0,(재)아산문화재단,비영리법인,아산문화재단 설립 및 운영 조례,-,아산시청,문화예술과,주무관,안미정,041-530-6315
619,충남,아산시,설화예술제,문화예술,10월 초,신정호 야외음악당(예정),대면,1990,180 , 	- 0,180 , 	- 0,"1,000 "," 	1,000 ", 	- 0,(사)한국예술문화단체총연합회 아산지회,사단법인,민법 제32조,-,아산시청,문화예술과,주무관,박종석,041-540-2355
620,충남,서산시,서산해미읍성축제,전통역사,10월 ,해미읍성 내,대면,2000,"1,600 ", 	- 0,"1,600 ", 	- 0,"251,800 "," 	251,800 ", 	- 0,서산해미읍성축제추진위원회,비영리법인,서산시 축제육성 및 지원조례,-,서산시청,문화예술과,주무관,김현주,041-660-3396
621,충남,서산시,서산국화축제,생태자연,11월,서산시 고북면 복남골길 31-1 일원 서산국화축제장,대면,2000,200 , 	- 0,200 , 	- 0,"65,000 "," 	65,000 ", 	- 0,서산국화축제추진위원회,비영리법인,서산시 축제육성 및 지원조례,-,서산시청,농업기술센터,주무관,권진현,041-660-3936
622,충남,서산시,팔봉산감자축제,특산물축제,6월,팔봉산 어울림마당 일원,대면,2002,100 , 	- 0,100 , 	- 0,"34,000 "," 	34,000 ", 	- 0,팔봉산감자축제추진위원회,비영리법인,서산시 축제 육성 및 지원조례,-,서산시청,농업기술센터,주무관,최향묵,041-660-3068
623,충남,서산시,서산6쪽마늘축제,특산물축제,7월,해미읍성 내,대면,2007,200 , 	- 0,200 , 	- 0,"42,000 "," 	42,000 ", 	- 0,서산시청 농식품유통과,공공기관,서산시 축제 육성 및 지원조례,-,서산시청,농업기술센터,주무관,최향묵,041-660-3068
624,충남,서산시,해미벚꽃축제,생태자연,4월,해미천 인근,대면,2017,86 , 	- 0,86 , 	- 0,"74,300 "," 	74,300 ", 	- 0,해미벚꽃축제추진위원회,비영리법인,해미벚꽃축제 추진위원회 회칙,-,서산시청,해미면사무소,주무관,배동주,041-660-3844
625,충남,서산시,류방택 별축제,전통역사과학,6월,류방택천문기상과학관,대면,2007,85 , 	- 0,85 , 	- 0,"20,000 "," 	20,000 ", 	- 0,(사)금헌류방택기념사업회,비영리법인,서산류방택천문기상과학관 설치 및 운영 조례,-,서산시청,문화시설사업소,주무관,형준영,041-661-8027
626,충남,서산시,왕산포갯마을축제,수산물 지역축제 및 체험행사,5월,미정,대면,2019, 	- 0, 	- 0,0 , 	- 0,0 , 	- 0, 	- 0,서산갯마을축제추진위원회,비영리법인,서산시 축제 육성 및 지원 조례,-,서산시청,해양수산과,주무관,윤종두,041-660-2647
627,충남,서산시,삼길포우럭축제,수산물 지역축제 및 체험행사,8월,대산읍 삼길포항 일원,대면,2013,100 , 	- 0,100 , 	- 0,"30,000 "," 	30,000 ", 	- 0,삼길포우럭축제추진위원회,비영리법인,서산시 축제 육성 및 지원 조례,-,서산시청,해양수산과,주무관,윤종두,041-660-2647
628,충남,서산시,서산감태낙지축제,수산물 지역축제 및 체험행사,10월,미정,대면,2014, 	- 0, 	- 0,0 , 	- 0,0 , 	- 0, 	- 0,서산뻘낙지축제추진위원회,비영리법인,서산시 축제 육성 및 지원 조례,-,서산시청,해양수산과,주무관,윤종두,041-660-2647
629,충남,서산시,간월도어리굴젓축제,수산물 지역축제 및 체험행사,10월,간월도 항,대면,2015, 	- 0, 	- 0,0 , 	- 0,0 , 	- 0, 	- 0,간월도어리굴젓축제추진위원회,비영리법인,서산시 축제 육성 및 지원 조례,-,서산시청,해양수산과,주무관,윤종두,041-660-2647
