,,,,,,,,,,,,,,,,,,,,,,,,
연번,"광역자치
단체명","기초자치
단체명",축제명,축제유형,개최기간,개최장소,개최방식,"최초
개최년도(년)",합계 예산(백만원),국비 예산(백만원),지방비 예산(백만원),"기타
(민간, 자부담 등) 예산(백만원)",방문객수(2023년) 합계,방문객수(2023년) 내국인(명),방문객수(2023년) 외국인(명),전담조직명,조직형태,설립근거,국비 지원 부처명,축제 담당자 기관명,축제 담당자 부서명,축제 담당자 직급/직책,축제 담당자 성명,축제 담당자 연락처
103,부산,남구,UN평화축제,문화예술,10.19.~10.20.,평화공원 일원,대면,1997,277,0,277,0,"62,000","62,000",미집계,부산광역시 남구,지자체,부산광역시 남구 축제 육성 미 운영에 관한 조례,해당없음,남구청,문화예술과,주무관,강경희,051-607-4064
104,부산,북구,구포장터 3.1만세운동기념행사,문화예술,3.29.,구포역 광장 등,대면,1999,13,0,13,0,200,200,미집계,낙동문화원,비영리법인,부산광역시 문화원 지원 및 육성에 관한 조례,,북구청,문화체육과,주무관,석창대,051-309-4066
105,부산,북구,낙동강 구포나루 축제,문화예술,10월중(3일간),화명생태공원 연꽃단지 일원,대면,2011,400,0,400,0,"370,000","370,000",미집계,부산 북구,지자체,문화예술진흥법 제7조,해당없음,북구청,문화체육과,주무관,민찬영,051-309-4522
106,부산,해운대구,해운대 달맞이온천축제,전통역사,2.22.~2.24.,해운대해수욕장 일원 ,대면,1983,75,0,35,40,"30,000","30,000",미집계,(사)해운대지구발전협의회,사단법인,부산광역시 해운대구 축제의 육성 및 지원에 관한 조례,해당없음,해운대구청,문화관광과,주무관,전정희,051-749-4061
107,부산,해운대구,해운대모래축제,생태자연,5.24.~5.27.,해운대해수욕장 일원 ,대면,2005,"68,035",0,"68,035",0,"853,000","853,000",미집계,부산광역시 해운대구,지자체,부산광역시 해운대구 축제의 육성 및 지원에 관한 조례,해당없음,해운대구청,문화관광과,주무관,이은영,051-749-4062
108,부산,해운대구,해운대 해양레저축제,문화예술,8.24.~8.25.,송정해수욕장 일원,대면,2017,70,0,70,0,"2,000","2,000",미집계,부산광역시 해운대구,지자체,부산광역시 해운대구 축제의 육성 및 지원에 관한 조례,해당없음,해운대구청,해양진흥과,주무관,김광진,051-749-5602
109,부산,해운대구,해운대 빛축제,문화예술,12월중,"해운대해수욕장, 구남로, 온천길, 시장길 일원 ",대면,2014,미정,0,미정,0,"3,787,000","3,787,000",미집계,부산광역시 해운대구,지자체,부산광역시 해운대구 축제의 육성 및 지원에 관한 조례,해당없음,해운대구청,문화관광과,주무관,이은영,051-749-4062
110,부산,해운대구,"해운대 카운트다운
&해맞이축제",기타,"24.12.31.
~25.1.1.",해운대해수욕장 일원 ,대면,2019,미정,0,미정,0,"50,000","50,000",미집계,부산광역시 해운대구,지자체,부산광역시 해운대구 축제의 육성 및 지원에 관한 조례,해당없음,해운대구청,문화관광과,주무관,이은영,051-749-4062
111,부산,사하구,다대포어항문화축제,전통역사,10월중,다대포항 공판장 일원,대면,2010,80,0,40,40,"12,000","12,000",미집계,다대포어항문화축제추진위원회,위원회,-,해당없음,사하구청,경제진흥과,주무관,권오현,051-220-4502
112,부산,사하구,감천문화마을골목축제,문화예술,10월중,감천문화마을 일원,대면,2011,-,-,-,미정,"55,920","31,539","24,381",(사)감천문화마을 주민협의회,사단법인,"부산광역시 사하구 감천문화마을 조성 및 
운영 지원 등에 관한 조례",해당없음,사하구청,도시재생과,주무관,이승현,051-220-5925
113,부산,금정구,금정산성축제,문화예술,5.24.~5.26.,금정산성광장 및 금정산 일원,혼합형,1996,400,0,400,0,"38,500","38,500",미집계,(재)금정문화재단,재단법인,금정구 금정문화재단 설립 및 운영에 관한 조례,해당없음,금정구청,문화관광과,주무관,손민정,051-519-4062
114,부산,금정구, 부산국제공연예술제,문화예술,9월중,부산대학로 및 금정구 일원,혼합형,2017,90,0,90,0,"30,000","30,000",미집계,(재)금정문화재단,재단법인,금정구 금정문화재단 설립 및 운영에 관한 조례,해당없음,금정구청,문화관광과,주무관,신재훈,051-519-4066
115,부산,금정구,회동호 가을빛 축제,문화예술,10월중,회동호 일원,혼합형,2023,50,0,50,0,"3,000","3,000",미집계,부산광역시 금정구,지자체,부산광역시 금정구 축제위원회 육성 및 지원에 관한 조례,해당없음,금정구청,문화관광과,주무관,손민정,051-519-4062
116,부산,금정구,라라라 페스티벌,기타,10월중,온천천,혼합형,2016,90,0,90,0,"100,000","100,000",미집계,부산광역시 금정구,지자체,부산광역시 금정구 축제위원회 육성 및 지원에 관한 조례,해당없음,금정구청,환경위생과,주무관,박영주,051-519-4424
117,부산,연제구,연제고분판타지축제,전통역사,3.22.~3.24.,"온천천시민공원, 연산동 고분군",대면,2018,350,0,350,0,"126,000","126,000",미집계,연제구축제추진위원회,위원회,부산광역시 연제구 축제추진위원회 육성 및 지원조례,해당없음,연제구청,문화체육과,주무관,정의창,051-665-4064
118,부산,강서구,강서 낙동강30리 벚꽃축제,생태자연,"3.29.~3.31.
(예정)",대저생태공원 일원,대면,2015,266,0,261,5,"200,000","200,000",미집계,강서구축제추진위원회,위원회,부산광역시 강서구 축제 지원 조례,해당없음,강서구청,문화체육과,주무관,전병대,051-970-4062
119,부산,강서구,명지시장 전어축제,특산물,8월말,명지시장 일원,대면,2001,66,0,36,30,"30,000","30,000",미집계,명지시장전어축제추진위원회,위원회,부산광역시 강서구 축제 지원 조례,해당없음,강서구청,경제진흥과,주무관,박춘선,051-970-4472
120,부산,강서구,대저토마토축제,특산물,3.23.~3.24.,강서체육공원,대면,2001,400,0,36,364,"100,000","100,000",미집계,대저토마토축제 추진위원회,위원회,부산광역시 강서구 축제 지원 조례,해당없음,강서구청,농산과,주무관,김지영,051-970-4814
121,부산,수영구,광안리어방축제,전통역사,5.10.~5.12.,광안리해변 및 수영사적공원 일원,대면,2001,"1,181",36,"1,145",0,"211,000","210,000","1,000",-,지자체,부산광역시 수영구 축제 육성 및 운영 지원에 관한 조례,문화체육관광부,수영구청,문화관광과,주무관,백승진,051-610-4062
122,부산,사상구,사상강변축제,문화예술,"10월중
(2일간)",삼락생태공원 일원,대면,2001,350,0,330,20,"70,000","69,000","1,000",사상문화원,사단법인,지방문화원진흥법,해당없음,사상구청,문화체육과,주무관,최윤정,051-310-4062
123,부산,사상구,삼락벚꽃축제,문화예술,3.30.~31.,"삼락생태공원 일원, 낙동제방",대면,2009,55,0,55,0,"20,000","19,500",500,사상문화원,사단법인,지방문화원진흥법,해당없음,사상구청,문화체육과,주무관,여가연,051-310-4064
124,부산,기장군,기장멸치축제,특산물,4월중,대변항 일원,대면,1997,240,0,120,120,"150,000","150,000",0,기장멸치축제추진위원회,위원회,부산광역시 기장군 축제 운영 및 지원에 관한 조례,해당없음,기장군청,해양수산과,주무관,하정훈,051-709-4502
125,부산,기장군,기장미역다시마 축제,특산물,4월중,이동항 일원,대면,2010,80,0,72,8,0,0,0,기장미역다시마축제추진위원회,위원회,부산광역시 기장군 축제 운영 및 지원에 관한 조례,해당없음,기장군청,해양수산과,주무관,허민정,051-709-4612
126,부산,기장군,정관생태하천학습문화축제,문화예술,6월중(하루),"정관읍 좌광천 일원, 중앙공원,윗골공원,구목정공원",대면,2012,180,0,180,0,"30,000","30,000",미집계,정관생태하천학습문화축제추진위원회,위원회,부산광역시 기장군 축제운영 및 지원에 관한 조례,해당없음,기장군청,교육청소년과,주무관,허윤정,051-709-4332
127,부산,기장군,기장갯마을축제,주민화합,7~8월중,일광해수욕장,대면,1995,84,0,84,0,"10,000","10,000",미집계,기장갯마을축제추진위원회,위원회,부산광역시 기장군 축제 운영 및 지원에 관한 조례,해당없음,기장군청,문화체육과,주무관,배은미,051-709-4065
128,부산,기장군,기장붕장어축제,특산물,9~10월중,신암항 일원,대면,2004,160,0,80,80,"20,000","20,000",미집계,기장붕장어축제추진위원회,위원회,부산광역시 기장군 축제 운영 및 지원에 관한 조례,해당없음,기장군청,해양수산과,주무관,김성민,051-709-4524
129,부산,기장군,차성문화제,문화예술,10월중,기장현대차드림볼파크(미정),대면,1995,348,0,348,0,"50,000","50,000",미집계,차성문화제추진위원회,위원회,부산광역시 기장군 차성문화제 조례,해당없음,기장군청,문화체육과,주무관,정미옥,051-709-4062
130,부산,기장군,철마한우불고기축제,특산물,"10월중
(예정)",철마도시 농업공원,대면,2005,280,0,161,119,"300,000","300,000",미집계,철마한우불고기축제추진위원회,위원회,부산광역시 기장군 축제 운영 및 지원에 관한 조례,해당없음,기장군청,농업정책과,팀장,이희영,051-709-2893
131,부산,기장군,기장군 가을꽃나들이 홍보행사,특산물,"10.17.~10.20.
(예정)",정관 중앙공원 일원,대면,2019,50,0,50,0,0,미집계,미집계,기장군화훼작목반 연합회,민간단체,,해당없음,기장군청,농업정책과,주무관,김송희,051-709-4404
132,부산,기장군,기장 쪽파파전 홍보행사,특산물,"11.9.~11.10.
(예정)",장안읍 일원,대면,2018,42,0,30,12,"10,000","10,000",미집계,기장쪽파영농조합법인,민간단체,,해당없음,기장군청,농업정책과,주무관,박수란,051-709-4405
133,대구,-,제46회 대구약령시한방문화축제,전통역사,05.08.~05.12.,대구약령시 일원,대면,1978,400,0,380,20,"89,607","89,607",미집계,(사)약령시보존위원회,사단법인,"민법 제32조, 대구광역시 사무의 민간위탁 촉진 및 관리 조례 제4조, 대구광역시 한의약박물관 관리 및 운영조례",해당없음,대구시청,의료산업과,주무관,김석현,053-803-6452
134,대구,-,파워풀대구페스티벌,문화예술,05.11.~05.12.,국채보상로 일원,대면,2005,"1,800",0,"1,800",0,"610,000","610,000",미집계,(사)대구예술문화단체총연합회,사단법인,"민법, 문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙",해당없음,대구시청,문화콘텐츠과,주무관,류혜숙,053-803-3785
135,대구,-,대구생활문화제 ,문화예술,05.11.~05.12.,생활문화센터 등 대구 일원,대면,2014,109,0,109,0,"2,600","2,600",미집계,대구문화예술진흥원,재단법인,재단법인 대구문화예술진흥원 설립 및 운영 조례,해당없음,대구시청,문화예술정책과,주무관,조현숙,053-803-3738
136,대구,-,형형색색 달구벌 관등놀이,전통역사,5월경,대구 전역,혼합형,2013,322,0,322,0,"50,000","50,000",미집계,대구불교총연합회,사단법인,"문화예술진흥법 제3조, 제39조 등",해당없음,대구시청,문화유산과,주무관,박정남,053-803-3755
137,대구,-,제18회 대구국제뮤지컬페스티벌,문화예술,06.21.~07.08.,대구오페라하우스 및 공연장,대면,2007,"2,700",400,"2,300",0,"27,242","27,242",미집계,대구국제뮤지컬페스티벌,사단법인,문화체육관광부 및 문화재청 소관 비영리법인의 설립 및 감독에 관한 규칙,문화체육관광부,대구시청,문화콘텐츠과,주무관,김대영,053-803-3791
138,대구,-,대구치맥페스티벌,기타(산업육성),7월초(5일간),두류공원,대면,2013,"2,176",36,"1,240",900,"210,000","200,000","10,000",(사)한국치맥산업협회,사단법인,농림축산식품부장관 및 그 소속청장 소관 비영리법인의 설립 및 감독에 관한 규칙,문화체육관광부,대구시청,농산유통과,주무관,최정애,053-803-3462
139,대구,-,제21회 대구국제오페라축제,문화예술,10.04.~11.08.,대구오페라하우스 및 대구 일원,대면,2003,"1,500",0,"1,500",0,"26,051","25,678",373,대구문화예술진흥원,재단법인,(재)대구문화예술진흥원 설립 및 운영에 관한 조례,해당없음,대구시청,문화콘텐츠과,주무관,김영진,053-803-3792
140,대구,-,대구콘텐츠페어,기타(산업육성),10.11.~10.12.,엑스코,혼합형,2022,290,0,290,0,"14,000","14,000",0,(주)엑스코,주식회사,대구광역시 주식회사 엑스코 설립 조례,해당없음,대구시청,문화콘텐츠과,주무관,김헌미,053-803-3801
141,대구,-,팔공산 산중전통장터 승시 축제,전통역사,10월중,동화사,대면,2010,552,0,460,92,"50,000","50,000",,대한불교조계종,비영리법인,,해당없음,대구시청,관광과,주무관,장준,053-803-6513
142,대구,-,대구포크페스티벌,문화예술,10월중,코오롱야외음악당,혼합형,2015,217,0,217,0,"8,000","8,000",미집계,대구포크페스티벌 조직위원회,사단법인,"문화예술진흥법 제3조, 제39조 등",해당없음,대구시청,문화예술정책과,주무관,이혜진,053-803-3746
143,대구,-,월드오케스트라페스티벌,문화예술,10~11월중,대구콘서트하우스,대면,2013,750,0,750,0,"9,044","9,044",미집계,대구문화예술진흥원,재단법인,재단법인 대구문화예술진흥원 설립 및 운영 조례,해당없음,대구시청,문화예술정책과,주무관,이혜진,053-803-3746
144,대구,중구,제35회 동성로축제,기타,05.10.~05.12.,동성로 일원,대면,1990,70,0,30,40,"67,806","67,806",미집계,(사)달성문화선양회,비영리민간단체,,해당없음,중구청,문화교육과,주무관,김보경,053-661-2174
145,대구,중구,대구 문화유산 야행,문화예술,08.30.~08.31.(예정),경상감영,대면,2016,250,70,180,0,"15,136","15,136",미집계,(공모예정),,,문화재청,중구청,관광과,주무관,정은주,053-661-2195
146,대구,중구,제11회 대구스트리트모터페스티벌,기타,9월중,남산동 자동차골목 일원,대면,2010,75,0,50,25,"8,000","8,000",0,남산동자동차골목상점가상인회,민간,,해당없음,중구청,교통과,주무관,차영미,053-661-3014
147,대구,중구,제19회 패션주얼리위크,문화예술,9월중,대구패션주얼리특구 일원(교동~동성로 일대),대면,2006,15,0,10,5,"1,200","1,000",200,대구패션주얼리특구상인회,비영리법인,전통시장 및 상점가 육성을 위한 특별법,해당없음,중구청,경제과,주무관,황보람,053-661-2645
148,대구,중구,서문시장글로벌대축제,전통역사,10월중,서문시장 일대,혼합형,1997,33,0,30,3,"6,000","5,000","1,000",대구 서문시장 연합회,비영리법인,전통시장 및 상점가 육성을 위한 특별법,중기부,중구청,경제과,주무관,이태현,053-661-2675
149,대구,중구,교동시장한마음축제,전통역사,10월중,교동시장 일대,혼합형,2011,11,0,10,1,"1,200","1,000",200,교동시장활성화구역상인회,비영리법인,전통시장 및 상점가 육성을 위한 특별법,중기부,중구청,경제과,주무관,이태현,053-661-2675
150,대구,중구,김광석길페스티벌,문화예술,10월중,김광석거리 일원,대면,2020,24,0,24,미정,"2,500","2,500",미집계,방천문화예술협회,비영리민간단체,,해당없음,중구청,문화교육과,주무관,김보경,053-661-2174
151,대구,중구,대구화교중화문화축제,문화예술,10월중,"대구화교소학교, 종로거리 일원",대면,2006,20,0,20,미정,미개최,,,대구화교협회,비영리민간단체,,해당없음,중구청,문화교육과,주무관,김보경,053-661-2174
152,대구,동구,제13회 팔공산 벚꽃축제,생태자연,4월중,팔공산 동화지구,대면,2009,36,0,26,10,"35,000","35,000",미집계,팔공산동화지구번영회,축제조직위,,해당없음,동구청,문화관광과,주무관,김세미,053-662-4073
153,대구,동구,제23회 팔공산 단풍축제,생태자연,10월중,팔공산 갓바위지구,대면,2000,25,0,20,5,"46,000","46,000",미집계,팔공산갓바위상가번영회,축제조직위,,해당없음,동구청,문화관광과,주무관,김세미,053-662-4073
154,대구,서구,"달구벌목민관 부임
마을축제",전통역사,10월중,"서구일대 
북비산네거리",대면,2015,40,0,40,0,"1,000",950,50,대구광역시 서구,기초지자체,,해당없음,서구청,문화홍보과,주무관,김수현,053-663-2184
155,대구,남구,제29회 대덕제 「대구앞산축제」,문화예술,05.25.~05.26.,남구구민체육광장 일원,대면,1987,468,0,468,0,"30,000","30,000",미집계,대구광역시 남구,기초지자체,,해당없음,남구청,문화관광과,주무관,김지혜,053-664-3262
156,대구,남구,제12회 로드페스티벌,문화예술,6월 예정,대명공연거리,대면,2013,45,0,45,0,"1,000","1,000",미집계,대명공연예술단체연합회,민간단체,,해당없음,남구청,문화관광과,주무관,이지은,053-664-3263
157,대구,남구,2024 대구할로윈축제,문화예술,10월 예정,안지랑곱창골목,대면,2018,140,0,140,0,미개최,,,대구광역시 남구,기초지자체,,해당없음,남구청,문화관광과,주무관,김지혜,053-664-3262
158,대구,북구,제4회 떡볶이 페스티벌,문화예술,5월중,DGB대구은행파크,대면,2021,300,0,300,0,"80,000","79,000","1,000",대구광역시 북구,기초지자체,,해당없음,북구청,문화예술과,팀장,이효영,053-665-2793
159,대구,북구,2024 금호강 바람소리길 축제,문화예술,9~10월중,금호강 산격대교 하단,대면,2015,470,0,470,0,"45,000","45,000",,행복북구문화재단,재단법인,대구광역시 북구 문화재단 설립 및 운영에 관한 조례,해당없음,북구청,문화예술과,주무관,이미경,053-665-2172
160,대구,수성구,수성못페스티벌,문화예술,09.22.~09.24.,수성못,대면,2014,560,0,460,100,"242,000","242,000",,수성문화재단,재단법인,대구광역시 수성구 문화재단 설립 및 운영에 관한 조례,해당없음,수성구청,문화관광과,주무관,구혜련,053-666-2163
161,대구,달서구,장미꽃 필 무렵,생태자연,05.17.~05.19.,이곡장미공원 등,대면,2011,66,0,66,0,"10,000","10,000",미집계,달서문화재단,재단법인,대구광역시 달서구 문화재단 설립 및 운영에 관한 조례(2021년),해당없음,달서구청,문화관광과,주무관,서준혁,053-667-2174
162,대구,달서구,선사문화체험축제,전통역사,5월중,한샘청동공원 등,대면,2015,40,0,40,0,"5,000","5,000",미집계,달서구문화원,사단법인,지방문화원진흥법,해당없음,달서구청,문화관광과,주무관,김도균,053-667-2194
163,대구,달서구,희망달서 대축제,기타(주민화합),10월중,달서아트센터 일원,대면,2013,100,0,100,0,"10,000","10,000",미집계,달서문화재단,재단법인,대구광역시 달서구 문화재단 설립 및 운영에 관한 조례(2021년),해당없음,달서구청,문화관광과,주무관,서준혁,053-667-2174
164,대구,달성군,제28회 비슬산 참꽃 문화제,문화예술,4월중(2일),비슬산 일원,대면,1997,250,0,250,0,"10,000","10,000",미집계,달성문화재단,재단법인,"대구광역시 달성군 달성문화재단 설립 및 
운영 조례",해당없음,달성군청,문화예술과,주무관,이수권,053-668-2172
165,대구,달성군,2024 yes! 키즈존,문화예술,"5월, 10월중(각1일)","강정보 디아크 광장, 국립대구과학관",대면,2023,350,0,350,0,"28,500","28,500",미집계,달성문화재단,재단법인,"대구광역시 달성군 달성문화재단 설립 및 
운영 조례",해당없음,달성군청,문화예술과,주무관,이수권,053-668-2172
166,인천,-,송도 바람축제,문화예술,5월 중,송도 달빛축제공원 일원,대면,2022,280,0,280,,"20,000","20,000",,연수문화재단,재단법인,연수문화재단 설립에 관한 조례(2019년),해당없음,인천경제자유구역청,미디어문화과,주무관,진정미,032-453-7093
167,인천,-,청라 페스티벌,문화예술,5월 중,청라 호수공원 일원,대면,2024,200,0,200,,0,0,,인천관광공사,공사,인천관광공사 설립 및 운영에 관한 조례,해당없음,인천경제자유구역청,미디어문화과,주무관,진정미,032-453-7093
168,인천,-,영종 세계음식축제,문화예술,9월 중,영종 씨사이드파크 일원,대면,2022,280,0,280,,"40,000","40,000",,인천중구문화재단,재단법인,중구문화재단 설립에 관한 조례(2022년),해당없음,인천경제자유구역청,미디어문화과,주무관,진정미,032-453-7093
169,인천,-,청라 와인페스티벌,문화예술,10월 중,청라 호수공원 일원,대면,2022,280,0,280,,"46,000","46,000",,인천서구문화재단,재단법인,서구문화재단 설립에 관한 조례(2017년),해당없음,인천경제자유구역청,미디어문화과,주무관,진정미,032-453-7093
170,인천,-,2024년 인천대공원 벚꽃축제,문화예술,4. 6. ~ 4. 7.(예정),인천대공원,대면,2023,200,0,200,,"533,201","533,201",미집계,,,,해당없음,인천광역시,인천대공원사업소,주무관,함창환,032-440-5814
171,인천,-,제4회 인천도시재생축제,기타,10월 중 (협의중),동구 일원,대면,2021,13,0,13,0,"4,424","4,424",미집계,인천 도시재생지원센터,위탁운영,인천광역시 도시재생 활성화 및 지원에 관한 조례,해당없음,인천 도시재생지원센터,지역협력팀,코디네이터,이현선,032-260-5374
172,인천,-,인천펜타포트음악축제,문화예술,5월~9월,송도달빛축제공원 등 인천전역,대면,2006,"3,236",36,"1,200","2,000","150,000","149,000","1,000",인천관광공사,공사,인천관광공사 설립 및 운영에 관한 조례,한국관광공사,인천관광공사,축제이벤트팀,과장,김명훈,032-899-7423
173,인천,-,INK콘서트,문화예술,9월,인천문학경기장,대면,2009,"1,000",0,"1,000",0,"23,925","16,625","7,300",인천관광공사,공사,인천관광공사 설립 및 운영에 관한 조례,해당없음,인천관광공사,축제이벤트팀,과장,설경호,032-899-7421
174,인천,-,동인천 낭만축제,주민화합,10월,동인천역 북광장,대면,2018,150,0,150,0,"80,000","80,000",미집계,인천관광공사,공사,인천관광공사 설립 및 운영에 관한 조례,해당없음,인천관광공사,축제이벤트팀,부장,김상윤,032-899-7422
175,인천,-,(가제) 상플 1·8부두 야시장,주민화합,6월 예정,상상플랫폼,대면,2024,805,700,105,0,-,-,-,인천관광공사,공사,인천관광공사 설립 및 운영에 관한 조례,문화체육관광부,인천관광공사,축제이벤트팀,주임,천나혜,032-899-7427
176,인천,"중구
(인천관광공사)",인천개항장문화재야행,전통역사,"6월, 10월",중구 개항장 일대,대면,2016,"1,000",400,600,0,"110,000","110,000",미집계,인천관광공사,공사,인천관광공사 설립 및 운영에 관한 조례,문화재청,인천관광공사,축제이벤트팀,대리,강상규,032-899-7424
177,인천,중구,연안부두축제,문화예술,10월중,인천종합어시장,대면,2001,90,0,90,0,"2,000","2,000",미집계,인천종합어시장협동조합,협동조합,,해당없음,인천 중구,문화관광과,행정7급,조윤영,032-760-6445
178,인천,중구,2024 가족의달 어린이축제,문화예술,5. 4. ~ 5.,송월동 동화마을 일원 / 영종역사관 일원,대면,2016,80,0,80,0,"8,000","8,000",미집계,인천중구문화재단,재단법인,인천광역시 중구 지역문화진흥 조례,해당없음,인천중구문화재단,생활축제팀,주임,정예슬,070-4123-8950
179,인천,중구,2024 자유공원축제,문화예술,5월,자유공원일원,대면,,100,0,100,0,"5,000","5,000",미집계,인천중구문화재단,재단법인,인천광역시 중구 지역문화진흥 조례,해당없음,인천중구문화재단,생활축제팀,대리,최지훈,070-4123-8949
180,인천,중구,2024 동인천고고축제,문화예술,5월,학생문화회관 일원,대면,2024,100,0,100,0,-,-,-,인천중구문화재단,재단법인,인천광역시 중구 지역문화진흥 조례,해당없음,인천중구문화재단,생활축제팀,대리,윤태석,070-4123-8945
181,인천,중구,2024 크리스마스 트리축제,문화예술,11월~2025년 1월,신포문화의거리 / 영종국제도시 일원,대면,2014,200,0,200,0,650,650,미집계,인천중구문화재단,재단법인,인천광역시 중구 지역문화진흥 조례,해당없음,인천중구문화재단,생활축제팀,대리,윤태석,070-4123-8945
182,인천,동구,제35회 화도진축제,"전통역사, 문화예술",5월 중,"화도진공원, 동인천역북광장 일원",대면,1990,593,0,593,0,"150,000","150,000",미집계,,,,해당없음,인천 동구,홍보문화실,주무관,권중혁,032-770-6923
183,인천,동구,화수부두 축제,"특산물, 기타",10월 중,화수부두 일원,대면,2023,150,0,150,0,"5,000","5,000",미집계,,,,해당없음,인천 동구,홍보문화실,주무관,권중혁,032-770-6923
184,인천 ,미추홀구,2024. 수봉산 문화공연,기타(주민화합 등),4월 중,수봉공원 정상부(예정),대면,2021,51,0,51,0,"1,000","1,000",미집계,,,,해당없음,인천 미추홀구,문화예술과,주무관,심주희,032-880-7427
185,인천 ,미추홀구,제4회 수봉산페스티벌,기타(주민화합 등),9월 중,수봉공원 인공폭포(예정),대면,2021,149,0,149,0,"4,000","4,000",미집계,,,,해당없음,인천 미추홀구,문화예술과,주무관,심주희,032-880-7427
186,인천 ,미추홀구,제21회 미추홀미디어문화축제,기타(주민화합 등),9월 중,주안역 남광장(예정),대면,2004,230,0,230,0,"8,000","8,000",미집계,,,,해당없음,인천 미추홀구,문화예술과,주무관,조봄,032-880-7978
187,인천 ,미추홀구,크리스마스트리 축제,기타(주민화합 등),12월 중,미추홀구 관내(예정),대면,2023,0,0,33,0,"1,000","1,000",미집계,,,,해당없음,인천 미추홀구,문화예술과,주무관,조봄,032-880-7978
188,인천,연수구,제12회 연수 능허대 문화축제,기타,미정,관내공원,대면,2004,300,0,300,0,"76,580","76,580",미집계,연수구축제추진위원회,위원회,인천광역시 연수구 지역문화진흥 조례,해당없음,인천 연수구,문화관광과,주무관,김영애,032-749-7332
189,인천,연수구,제5회 新송도해변축제,기타,미정,관내공원,대면,2016,400,0,400,0,"92,021","92,021",미집계,연수문화재단,재단법인,인천광역시 연수구 지역문화진흥 조례,해당없음,인천 연수구,문화관광과,주무관,정소윤,032-749-7333
190,인천,남동구,제24회 소래포구축제,생태자연,9~10월중,소래포구 일원,대면,2001,600,0,600,,"450,000","450,000",미집계,남동문화재단,재단법인,남동구 지역문화 진흥 조례,해당없음,인천 남동구,문화관광과,주무관,김미진,032-453-2142
191,인천,남동구,주민자치 축제 한마당,기타(주민화합),9~10월중,만수동 일원(예정),대면,2024,139,0,139,0,-,-,-,,,,해당없음,인천 남동구,총무과,주무관,김대혁,032-453-2203
192,인천,부평구,2024년 제28회 부평풍물대축제,문화예술,09.27.~09.29.,부평대로 등 부평일원,대면,1997,736,36,700,0,"216,677","216,373",304,부평구축제위원회(축제운영기획단),비영리단체,인천광역시부평구 축제위원회 설치 및 운영 조례,문화체육관광부,인천 부평구,문화관광과,주무관,손기우,032-509-6425
193,인천,서구,정서진 해넘이 행사,기타,12.1.~12.31.,정서진,대면,2011,50,0,50,,"7,000","7,000",미집계,문화관광체육과,지자체,해당없음,해당없음,인천서구청,문화관광체육과,주무관,이가영,032-560-5933
194,인천,서구,"크리스마스트리 문화행사
정서진 with 크리스마스",기타,12.1.~12.31.,정서진,대면,2023,60,0,60,,"7,000","7,000",미집계,문화관광체육과,지자체,해당없음,해당없음,인천서구청,문화관광체육과,주무관,이가영,032-560-5933
195,인천,강화군,고려산 진달래꽃구경,생태자연,4월중,강화군 고려산일원,대면,2003,290,0,290,0,"120,000","120,000",미집계,,,,해당없음,인천 강화군,문화관광과,주무관,현혜선,032-930-3622
196,인천,강화군,삼랑성역사문화축제,전통역사,10월중,전등사 일원,대면,2001,230,0,230,0,"40,000","40,000",미집계,"삼랑성역사문화축제
조직위원회",비영리단체,비영리민간단체지원법,해당없음,인천 강화군,문화관광과,주무관,최준용,032-930-3578
197,인천,강화군,"강화 와글와글 원도심 
활성화 행사",기타,"5월, 10월중",강화읍 일원,대면,2023,200,0,200,0,"34,000","34,000",미집계,,,,해당없음,인천 강화군,문화관광과,주무관,구윤자,032-930-3566
198,인천,강화군,강화문화재야행,전통역사,9월중,강화읍 일원,대면,2018,400,0,400,0,"30,000","30,000",미집계,,,,해당없음,인천 강화군,문화관광과,주무관,구윤자,032-930-3566
199,인천,강화군,강화 화개정원 축제,생태자연,10월 중,화개정원 일원,대면,2022,290,0,100,190,"11,093","11,093",미집계,,,,해당없음,인천 강화군,문화관광과,주무관,이예지,032-930-3562
200,인천,옹진군,연평꽃게걷기축제,특산물,06.10.~06.11.,연평면 일원,대면,2023,35,0,20,15,500,500,미집계,연가지기,사단법인,-,해당없음,옹진군청,관광문화진흥과,주무관,정종혁,032-899-2262
